action,action_reason,classification_confidence,classification_status,dispute_id,elapsed_s,expected_outcome,failure_kind,final_score,friendly_fraud_suspect,outcome,predicted_category,suspicion_score,true_category,vague_description,verdict
escalate_to_analyst,evidence_inconclusive_human_review,0.947,auto_classified,D-001044,0.039,favor_merchant,deferred,0.019,False,escalate,QD-04,0.0,QD-04,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.753,auto_classified,D-001046,0.018,favor_cardholder,deferred,-0.002,False,escalate,BA-03,0.0,BA-03,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.96,auto_classified,D-001049,0.036,favor_merchant,deferred,-0.054,False,escalate,QD-01,0.0,QD-01,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.939,auto_classified,D-001051,0.02,favor_cardholder,deferred,0.028,False,escalate,BA-03,0.0,BA-03,,deferred
request_more_evidence,insufficient_evidence,0.814,auto_classified,D-001052,0.024,favor_cardholder,deferred,0.075,False,inconclusive,SP-04,0.0,SP-04,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.92,auto_classified,D-001053,0.023,favor_cardholder,deferred,0.182,False,escalate,CR-01,0.0,CR-01,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.96,auto_classified,D-001054,0.023,favor_merchant,deferred,-0.108,False,escalate,QD-03,0.0,QD-03,,deferred
request_more_evidence,insufficient_evidence,0.947,auto_classified,D-001055,0.022,favor_cardholder,deferred,-0.095,False,inconclusive,SP-01,0.0,SP-01,,deferred
request_more_evidence,insufficient_evidence,0.786,auto_classified,D-001056,0.022,favor_cardholder,deferred,0.19,False,inconclusive,CR-06,0.0,CR-06,,deferred
request_more_evidence,insufficient_evidence,0.05,unclassified,D-001057,0.021,favor_merchant,deferred,0.135,False,inconclusive,,0.0,SP-05,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.96,auto_classified,D-001058,0.019,favor_cardholder,deferred,0.225,False,escalate,NR-01,0.0,NR-01,,deferred
escalate_to_analyst,integrity_signals_detected,0.939,auto_classified,D-001060,0.021,favor_cardholder,deferred,0.55,False,escalate,BA-04,0.7,BA-04,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.716,auto_classified,D-001061,0.021,favor_cardholder,deferred,0.195,False,escalate,SP-07,0.0,SP-07,,deferred
request_more_evidence,insufficient_evidence,0.786,auto_classified,D-001062,0.021,favor_cardholder,deferred,0.085,False,inconclusive,CR-06,0.0,CR-06,,deferred
escalate_to_analyst,integrity_signals_detected,0.96,auto_classified,D-001064,0.038,favor_cardholder,deferred,0.019,False,escalate,QD-04,0.8,QD-04,,deferred
request_more_evidence,insufficient_evidence,0.939,auto_classified,D-001065,0.022,favor_cardholder,deferred,-0.053,False,inconclusive,AR-01,0.0,AR-01,,deferred
request_more_evidence,insufficient_evidence,0.93,auto_classified,D-001066,0.04,favor_cardholder,deferred,0.57,False,inconclusive,QD-06,0.0,QD-06,,deferred
request_more_evidence,insufficient_evidence,0.96,auto_classified,D-001067,0.042,favor_cardholder,deferred,0.203,False,inconclusive,QD-05,0.0,QD-05,,deferred
request_more_evidence,insufficient_evidence,0.939,auto_classified,D-001070,0.019,favor_merchant,deferred,0.045,False,inconclusive,AR-01,0.0,AR-01,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.93,auto_classified,D-001073,0.02,favor_merchant,deferred,-0.108,False,escalate,QD-03,0.0,QD-03,,deferred
escalate_to_analyst,integrity_signals_detected,0.894,auto_classified,D-001074,0.02,favor_cardholder,deferred,0.012,False,escalate,CR-05,0.6,CR-05,,deferred
escalate_to_analyst,integrity_signals_detected,0.96,auto_classified,D-001075,0.02,favor_cardholder,deferred,0.387,False,escalate,NR-03,0.7,NR-03,,deferred
request_more_evidence,insufficient_evidence,0.96,auto_classified,D-001076,0.021,favor_merchant,deferred,-0.198,False,inconclusive,CR-04,0.0,CR-04,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.753,auto_classified,D-001077,0.02,favor_cardholder,deferred,0.014,False,escalate,BA-03,0.0,BA-03,,deferred
escalate_to_analyst,integrity_signals_detected,0.96,auto_classified,D-001080,0.019,favor_cardholder,deferred,0.62,False,escalate,CR-02,0.7,CR-02,,deferred
request_more_evidence,insufficient_evidence,0.753,auto_classified,D-001083,0.018,favor_cardholder,deferred,0.402,False,inconclusive,NR-03,0.0,NR-03,,deferred
escalate_to_analyst,integrity_signals_detected,0.894,auto_classified,D-001084,0.019,favor_cardholder,deferred,-0.003,False,escalate,CR-05,0.8,CR-05,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.93,auto_classified,D-001090,0.04,favor_merchant,deferred,-0.075,False,escalate,QD-06,0.0,QD-06,,deferred
request_more_evidence,insufficient_evidence,0.05,unclassified,D-001093,0.026,favor_merchant,deferred,-0.053,False,inconclusive,,0.0,BA-06,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.96,auto_classified,D-001095,0.043,favor_cardholder,deferred,0.046,False,escalate,QD-03,0.0,QD-03,,deferred
request_more_evidence,insufficient_evidence,0.939,auto_classified,D-001097,0.022,favor_merchant,deferred,0.068,False,inconclusive,AR-01,0.0,AR-01,,deferred
escalate_to_analyst,integrity_signals_detected,0.93,auto_classified,D-001099,0.022,favor_merchant,deferred,-0.1,False,escalate,QD-03,0.6,QD-03,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.96,auto_classified,D-001100,0.022,favor_cardholder,deferred,-0.08,False,escalate,BA-08,0.0,BA-08,,deferred
request_more_evidence,insufficient_evidence,0.96,auto_classified,D-001104,0.041,favor_cardholder,deferred,0.424,False,inconclusive,QD-06,0.0,QD-06,,deferred
request_more_evidence,insufficient_evidence,0.939,auto_classified,D-001110,0.024,favor_merchant,deferred,-0.11,False,inconclusive,SP-02,0.0,SP-02,,deferred
request_more_evidence,insufficient_evidence,0.05,unclassified,D-001111,0.027,favor_cardholder,deferred,-0.053,False,inconclusive,,0.0,BA-08,,deferred
request_more_evidence,insufficient_evidence,0.05,unclassified,D-001113,0.027,favor_cardholder,deferred,-0.03,False,inconclusive,,0.0,SP-03,,deferred
request_more_evidence,insufficient_evidence,0.05,unclassified,D-001117,0.02,favor_cardholder,deferred,0.135,False,inconclusive,,0.0,AR-03,,deferred
request_more_evidence,insufficient_evidence,0.05,unclassified,D-001120,0.02,favor_cardholder,deferred,0.18,False,inconclusive,,0.0,NR-01,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.96,auto_classified,D-001122,0.042,favor_merchant,deferred,0.176,False,escalate,QD-01,0.0,QD-01,,deferred
request_more_evidence,insufficient_evidence,0.947,auto_classified,D-001124,0.02,favor_cardholder,deferred,-0.095,False,inconclusive,SP-01,0.0,SP-01,,deferred
request_more_evidence,insufficient_evidence,0.96,auto_classified,D-001125,0.02,favor_cardholder,deferred,-0.1,False,inconclusive,SP-05,0.0,SP-05,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.96,auto_classified,D-001128,0.019,favor_cardholder,deferred,0.225,False,escalate,NR-01,0.0,NR-01,,deferred
request_more_evidence,insufficient_evidence,0.96,auto_classified,D-001130,0.022,favor_cardholder,deferred,0.117,False,inconclusive,CR-04,0.0,CR-04,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.753,auto_classified,D-001131,0.019,favor_cardholder,deferred,0.225,False,escalate,NR-01,0.0,NR-01,,deferred
request_more_evidence,insufficient_evidence,0.96,auto_classified,D-001138,0.021,favor_merchant,deferred,0.365,False,inconclusive,NR-03,0.0,NR-03,,deferred
request_more_evidence,insufficient_evidence,0.947,auto_classified,D-001141,0.021,favor_cardholder,deferred,0.071,False,inconclusive,CR-04,0.0,CR-04,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.96,auto_classified,D-001143,0.041,favor_cardholder,deferred,0.038,False,escalate,QD-03,0.0,QD-03,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.753,auto_classified,D-001145,0.022,favor_cardholder,deferred,0.225,False,escalate,NR-01,0.0,NR-01,,deferred
request_more_evidence,insufficient_evidence,0.05,unclassified,D-001149,0.021,favor_merchant,deferred,-0.053,False,inconclusive,,0.0,NR-02,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.96,auto_classified,D-001151,0.041,favor_cardholder,deferred,0.046,False,escalate,QD-03,0.0,QD-03,,deferred
request_more_evidence,insufficient_evidence,0.907,auto_classified,D-001152,0.023,favor_cardholder,deferred,0.387,False,inconclusive,NR-05,0.0,NR-05,,deferred
escalate_to_analyst,integrity_signals_detected,0.93,auto_classified,D-001162,0.022,favor_cardholder,deferred,0.318,False,escalate,CR-01,0.7,CR-01,,deferred
request_more_evidence,insufficient_evidence,0.753,auto_classified,D-001164,0.02,favor_cardholder,deferred,0.387,False,inconclusive,NR-03,0.0,NR-03,,deferred
request_more_evidence,insufficient_evidence,0.96,auto_classified,D-001165,0.022,favor_cardholder,deferred,-0.11,False,inconclusive,SP-02,0.0,SP-02,,deferred
request_more_evidence,insufficient_evidence,0.753,auto_classified,D-001166,0.02,favor_cardholder,deferred,0.365,False,inconclusive,NR-01,0.0,NR-01,,deferred
request_more_evidence,insufficient_evidence,0.05,unclassified,D-001167,0.022,favor_merchant,deferred,0.135,False,inconclusive,,0.0,AR-02,,deferred
request_more_evidence,insufficient_evidence,0.05,unclassified,D-001169,0.02,favor_cardholder,deferred,0.158,False,inconclusive,,0.0,BA-04,,deferred
request_more_evidence,insufficient_evidence,0.939,auto_classified,D-001170,0.021,favor_cardholder,deferred,-0.03,False,inconclusive,AR-01,0.0,AR-01,,deferred
request_more_evidence,insufficient_evidence,0.894,auto_classified,D-001176,0.019,favor_merchant,deferred,-0.088,False,inconclusive,CR-05,0.0,CR-05,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.947,auto_classified,D-001177,0.031,favor_merchant,deferred,0.013,False,escalate,QD-04,0.0,QD-04,,deferred
request_more_evidence,insufficient_evidence,0.939,auto_classified,D-001178,0.019,favor_cardholder,deferred,0.135,False,inconclusive,AR-02,0.0,AR-02,,deferred
request_more_evidence,insufficient_evidence,0.05,unclassified,D-001183,0.021,favor_merchant,deferred,0.135,False,inconclusive,,0.0,QD-01,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.92,auto_classified,D-001186,0.021,favor_cardholder,deferred,0.182,False,escalate,CR-01,0.0,CR-01,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.753,auto_classified,D-001194,0.021,favor_cardholder,deferred,0.225,False,escalate,NR-01,0.0,NR-01,,deferred
request_more_evidence,insufficient_evidence,0.92,auto_classified,D-001195,0.022,favor_merchant,deferred,-0.087,False,inconclusive,AR-03,0.0,AR-03,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.96,auto_classified,D-001201,0.022,favor_merchant,deferred,-0.108,False,escalate,QD-03,0.0,QD-03,,deferred
request_more_evidence,insufficient_evidence,0.753,auto_classified,D-001203,0.021,favor_merchant,deferred,-0.08,False,inconclusive,BA-03,0.0,BA-03,,deferred
request_more_evidence,insufficient_evidence,0.753,auto_classified,D-001204,0.021,favor_cardholder,deferred,0.387,False,inconclusive,NR-03,0.0,NR-03,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.716,auto_classified,D-001205,0.022,favor_cardholder,deferred,0.188,False,escalate,SP-07,0.0,SP-07,,deferred
request_more_evidence,insufficient_evidence,0.05,unclassified,D-001215,0.02,favor_merchant,deferred,0.135,False,inconclusive,,0.0,CR-05,,deferred
request_more_evidence,insufficient_evidence,0.753,auto_classified,D-001224,0.02,favor_cardholder,deferred,0.365,False,inconclusive,NR-01,0.0,NR-01,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.93,auto_classified,D-001228,0.04,favor_cardholder,deferred,0.038,False,escalate,QD-03,0.0,QD-03,,deferred
request_more_evidence,insufficient_evidence,0.96,auto_classified,D-001230,0.022,favor_cardholder,deferred,0.117,False,inconclusive,CR-04,0.0,CR-04,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.96,auto_classified,D-001231,0.038,favor_cardholder,deferred,0.026,False,escalate,QD-04,0.0,QD-04,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.753,auto_classified,D-001236,0.02,favor_cardholder,deferred,0.225,False,escalate,NR-01,0.0,NR-01,,deferred
request_more_evidence,insufficient_evidence,0.05,unclassified,D-001237,0.022,favor_cardholder,deferred,0.158,False,inconclusive,,0.0,CR-05,,deferred
request_more_evidence,insufficient_evidence,0.96,auto_classified,D-001240,0.021,favor_merchant,deferred,0.38,False,inconclusive,NR-03,0.0,NR-03,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.96,auto_classified,D-001247,0.041,favor_cardholder,deferred,0.019,False,escalate,QD-04,0.0,QD-04,,deferred
request_more_evidence,insufficient_evidence,0.96,auto_classified,D-001248,0.028,favor_cardholder,deferred,-0.085,False,inconclusive,SP-05,0.0,SP-05,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.93,auto_classified,D-001250,0.033,favor_merchant,deferred,-0.051,False,escalate,QD-06,0.0,QD-06,,deferred
request_more_evidence,insufficient_evidence,0.894,auto_classified,D-001255,0.018,favor_cardholder,deferred,-0.003,False,inconclusive,CR-05,0.0,CR-05,,deferred
request_more_evidence,insufficient_evidence,0.96,auto_classified,D-001257,0.04,favor_cardholder,deferred,0.602,False,inconclusive,QD-02,0.0,QD-02,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.96,auto_classified,D-001259,0.018,favor_cardholder,deferred,-0.005,False,escalate,SP-03,0.0,SP-03,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.93,auto_classified,D-001260,0.019,favor_merchant,deferred,-0.243,False,escalate,SP-06,0.0,SP-06,,deferred
escalate_to_analyst,integrity_signals_detected,0.753,auto_classified,D-001263,0.02,favor_merchant,deferred,-0.213,False,escalate,NR-01,0.7,NR-01,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.907,auto_classified,D-001270,0.02,favor_merchant,deferred,-0.13,False,escalate,BA-08,0.0,BA-08,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.753,auto_classified,D-001271,0.018,favor_cardholder,deferred,0.225,False,escalate,NR-01,0.0,NR-01,,deferred
request_more_evidence,insufficient_evidence,0.05,unclassified,D-001273,0.021,favor_merchant,deferred,0.135,False,inconclusive,,0.0,QD-05,,deferred
request_more_evidence,insufficient_evidence,0.92,auto_classified,D-001275,0.021,favor_merchant,deferred,0.19,False,inconclusive,CR-01,0.0,CR-01,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.96,auto_classified,D-001278,0.02,favor_merchant,deferred,-0.14,False,escalate,SP-03,0.0,SP-03,,deferred
request_more_evidence,insufficient_evidence,0.894,auto_classified,D-001279,0.022,favor_cardholder,deferred,-0.003,False,inconclusive,CR-05,0.0,CR-05,,deferred
request_more_evidence,insufficient_evidence,0.96,auto_classified,D-001281,0.023,favor_cardholder,deferred,0.365,False,inconclusive,NR-01,0.0,NR-01,,deferred
request_more_evidence,insufficient_evidence,0.96,auto_classified,D-001282,0.023,favor_merchant,deferred,-0.213,False,inconclusive,CR-04,0.0,CR-04,,deferred
escalate_to_analyst,integrity_signals_detected,0.954,auto_classified,D-001283,0.023,favor_cardholder,deferred,0.72,False,escalate,BA-01,0.6,BA-01,,deferred
request_more_evidence,insufficient_evidence,0.96,auto_classified,D-001284,0.036,favor_cardholder,deferred,0.168,False,inconclusive,QD-05,0.0,QD-05,,deferred
request_more_evidence,insufficient_evidence,0.05,unclassified,D-001285,0.024,favor_merchant,deferred,0.135,False,inconclusive,,0.0,AR-02,,deferred
escalate_to_analyst,integrity_signals_detected,0.947,auto_classified,D-001286,0.02,favor_merchant,deferred,-0.114,False,escalate,SP-01,0.6,SP-01,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.96,auto_classified,D-001287,0.024,favor_merchant,deferred,-0.108,False,escalate,QD-03,0.0,QD-03,,deferred
request_more_evidence,insufficient_evidence,0.96,auto_classified,D-001292,0.023,favor_merchant,deferred,-0.11,False,inconclusive,SP-02,0.0,SP-02,,deferred
request_more_evidence,insufficient_evidence,0.93,auto_classified,D-001294,0.044,favor_cardholder,deferred,0.524,False,inconclusive,QD-02,0.0,QD-02,,deferred
request_more_evidence,insufficient_evidence,0.894,auto_classified,D-001296,0.022,favor_cardholder,deferred,-0.003,False,inconclusive,CR-05,0.0,CR-05,,deferred
request_more_evidence,insufficient_evidence,0.93,auto_classified,D-001298,0.044,favor_cardholder,deferred,0.531,False,inconclusive,QD-02,0.0,QD-02,,deferred
request_more_evidence,insufficient_evidence,0.939,auto_classified,D-001303,0.023,favor_cardholder,deferred,-0.053,False,inconclusive,AR-01,0.0,AR-01,,deferred
request_more_evidence,insufficient_evidence,0.96,auto_classified,D-001305,0.036,favor_cardholder,deferred,0.168,False,inconclusive,QD-05,0.0,QD-05,,deferred
request_more_evidence,insufficient_evidence,0.814,auto_classified,D-001306,0.022,favor_merchant,deferred,-0.04,False,inconclusive,SP-04,0.0,SP-04,,deferred
request_more_evidence,insufficient_evidence,0.96,auto_classified,D-001311,0.021,favor_cardholder,deferred,0.387,False,inconclusive,NR-03,0.0,NR-03,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.753,auto_classified,D-001313,0.019,favor_cardholder,deferred,0.24,False,escalate,NR-01,0.0,NR-01,,deferred
escalate_to_analyst,integrity_signals_detected,0.93,auto_classified,D-001314,0.02,favor_cardholder,deferred,0.302,False,escalate,CR-01,0.7,CR-01,,deferred
request_more_evidence,insufficient_evidence,0.947,auto_classified,D-001315,0.02,favor_cardholder,deferred,-0.11,False,inconclusive,SP-01,0.0,SP-01,,deferred
escalate_to_analyst,integrity_signals_detected,0.96,auto_classified,D-001320,0.021,favor_cardholder,deferred,0.72,False,escalate,BA-01,0.6,BA-01,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.753,auto_classified,D-001321,0.021,favor_cardholder,deferred,-0.002,False,escalate,BA-03,0.0,BA-03,,deferred
request_more_evidence,insufficient_evidence,0.05,unclassified,D-001322,0.021,favor_cardholder,deferred,0.135,False,inconclusive,,0.0,BA-04,,deferred
escalate_to_analyst,integrity_signals_detected,0.907,auto_classified,D-001340,0.026,favor_cardholder,deferred,-0.08,False,escalate,BA-08,0.7,BA-08,,deferred
request_more_evidence,insufficient_evidence,0.894,auto_classified,D-001344,0.024,favor_cardholder,deferred,-0.003,False,inconclusive,CR-05,0.0,CR-05,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.939,auto_classified,D-001345,0.027,favor_cardholder,deferred,-0.002,False,escalate,BA-03,0.0,BA-03,,deferred
request_more_evidence,insufficient_evidence,0.96,auto_classified,D-001348,0.022,favor_merchant,deferred,-0.11,False,inconclusive,SP-02,0.0,SP-02,,deferred
escalate_to_analyst,integrity_signals_detected,0.96,auto_classified,D-001353,0.024,favor_cardholder,deferred,-0.005,False,escalate,SP-03,0.7,SP-03,,deferred
request_more_evidence,insufficient_evidence,0.96,auto_classified,D-001356,0.023,favor_cardholder,deferred,0.117,False,inconclusive,CR-04,0.0,CR-04,,deferred
request_more_evidence,insufficient_evidence,0.05,unclassified,D-001358,0.022,favor_merchant,deferred,-0.053,False,inconclusive,,0.0,BA-01,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.96,auto_classified,D-001359,0.042,favor_merchant,deferred,-0.082,False,escalate,QD-06,0.0,QD-06,,deferred
request_more_evidence,insufficient_evidence,0.894,auto_classified,D-001362,0.022,favor_merchant,deferred,-0.088,False,inconclusive,CR-05,0.0,CR-05,,deferred
escalate_to_analyst,integrity_signals_detected,0.954,auto_classified,D-001363,0.023,favor_cardholder,deferred,0.72,False,escalate,BA-01,0.6,BA-01,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.939,auto_classified,D-001367,0.023,favor_cardholder,deferred,-0.002,False,escalate,BA-03,0.0,BA-03,,deferred
request_more_evidence,insufficient_evidence,0.786,auto_classified,D-001368,0.025,favor_cardholder,deferred,0.205,False,inconclusive,CR-06,0.0,CR-06,,deferred
request_more_evidence,insufficient_evidence,0.93,auto_classified,D-001369,0.046,favor_cardholder,deferred,0.524,False,inconclusive,QD-02,0.0,QD-02,,deferred
request_more_evidence,insufficient_evidence,0.93,auto_classified,D-001371,0.022,favor_merchant,deferred,0.19,False,inconclusive,CR-01,0.0,CR-01,,deferred
request_more_evidence,insufficient_evidence,0.753,auto_classified,D-001379,0.021,favor_cardholder,deferred,0.365,False,inconclusive,NR-01,0.0,NR-01,,deferred
request_more_evidence,insufficient_evidence,0.939,auto_classified,D-001381,0.022,favor_cardholder,deferred,-0.053,False,inconclusive,AR-01,0.0,AR-01,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.96,auto_classified,D-001383,0.043,favor_merchant,deferred,-0.114,False,escalate,QD-01,0.0,QD-01,,deferred
request_more_evidence,insufficient_evidence,0.05,unclassified,D-001386,0.02,favor_cardholder,deferred,0.135,False,inconclusive,,0.0,SP-02,,deferred
request_more_evidence,insufficient_evidence,0.753,auto_classified,D-001398,0.022,favor_merchant,deferred,0.365,False,inconclusive,NR-03,0.0,NR-03,,deferred
request_more_evidence,insufficient_evidence,0.939,auto_classified,D-001399,0.021,favor_cardholder,deferred,-0.03,False,inconclusive,AR-01,0.0,AR-01,,deferred
request_more_evidence,insufficient_evidence,0.947,auto_classified,D-001400,0.021,favor_merchant,deferred,-0.195,False,inconclusive,CR-04,0.0,CR-04,,deferred
request_more_evidence,insufficient_evidence,0.93,auto_classified,D-001401,0.038,favor_cardholder,deferred,0.457,False,inconclusive,QD-02,0.0,QD-02,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.96,auto_classified,D-001403,0.02,favor_cardholder,deferred,0.011,False,escalate,SP-03,0.0,SP-03,,deferred
request_more_evidence,insufficient_evidence,0.05,unclassified,D-001407,0.023,favor_cardholder,deferred,-0.03,False,inconclusive,,0.0,QD-03,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.96,auto_classified,D-001408,0.046,favor_merchant,deferred,-0.054,False,escalate,QD-01,0.0,QD-01,,deferred
request_more_evidence,insufficient_evidence,0.753,auto_classified,D-001416,0.02,favor_cardholder,deferred,0.365,False,inconclusive,NR-01,0.0,NR-01,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.96,auto_classified,D-001418,0.034,favor_merchant,deferred,0.003,False,escalate,QD-05,0.0,QD-05,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.96,auto_classified,D-001419,0.027,favor_cardholder,deferred,-0.08,False,escalate,BA-08,0.0,BA-08,,deferred
request_more_evidence,insufficient_evidence,0.947,auto_classified,D-001421,0.026,favor_cardholder,deferred,-0.1,False,inconclusive,SP-05,0.0,SP-05,,deferred
escalate_to_analyst,integrity_signals_detected,0.954,auto_classified,D-001422,0.025,favor_merchant,deferred,-0.347,False,escalate,BA-01,0.6,BA-01,,deferred
request_more_evidence,insufficient_evidence,0.939,auto_classified,D-001425,0.023,favor_cardholder,deferred,-0.053,False,inconclusive,AR-01,0.0,AR-01,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.96,auto_classified,D-001433,0.045,favor_merchant,deferred,0.024,False,escalate,QD-05,0.0,QD-05,,deferred
escalate_to_analyst,integrity_signals_detected,0.786,auto_classified,D-001436,0.023,favor_cardholder,deferred,0.6,False,escalate,BA-02,0.6,BA-02,,deferred
request_more_evidence,insufficient_evidence,0.05,unclassified,D-001439,0.023,favor_merchant,deferred,-0.053,False,inconclusive,,0.0,BA-02,,deferred
request_more_evidence,insufficient_evidence,0.05,unclassified,D-001443,0.02,favor_cardholder,deferred,0.195,False,inconclusive,,0.0,SP-04,,deferred
request_more_evidence,insufficient_evidence,0.947,auto_classified,D-001445,0.022,favor_merchant,deferred,-0.18,False,inconclusive,CR-04,0.0,CR-04,,deferred
request_more_evidence,insufficient_evidence,0.753,auto_classified,D-001448,0.02,favor_cardholder,deferred,0.387,False,inconclusive,NR-03,0.0,NR-03,,deferred
request_more_evidence,insufficient_evidence,0.92,auto_classified,D-001449,0.021,favor_cardholder,deferred,0.135,False,inconclusive,AR-03,0.0,AR-03,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.96,auto_classified,D-001452,0.04,favor_merchant,deferred,0.024,False,escalate,QD-05,0.0,QD-05,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.93,auto_classified,D-001454,0.021,favor_cardholder,deferred,0.102,False,escalate,SP-06,0.0,SP-06,,deferred
request_more_evidence,insufficient_evidence,0.753,auto_classified,D-001457,0.019,favor_cardholder,deferred,0.365,False,inconclusive,NR-01,0.0,NR-01,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.907,auto_classified,D-001458,0.019,favor_cardholder,deferred,-0.08,False,escalate,BA-08,0.0,BA-08,,deferred
request_more_evidence,insufficient_evidence,0.947,auto_classified,D-001459,0.02,favor_merchant,deferred,-0.114,False,inconclusive,SP-01,0.0,SP-01,,deferred
request_more_evidence,insufficient_evidence,0.96,auto_classified,D-001461,0.018,favor_merchant,deferred,0.365,False,inconclusive,NR-03,0.0,NR-03,,deferred
request_more_evidence,insufficient_evidence,0.05,unclassified,D-001463,0.02,favor_cardholder,deferred,-0.053,False,inconclusive,,0.0,AR-01,,deferred
escalate_to_analyst,integrity_signals_detected,0.93,auto_classified,D-001464,0.02,favor_cardholder,deferred,0.55,False,escalate,NR-02,0.8,NR-02,,deferred
request_more_evidence,insufficient_evidence,0.947,auto_classified,D-001465,0.02,favor_merchant,deferred,-0.18,False,inconclusive,CR-04,0.0,CR-04,,deferred
request_more_evidence,insufficient_evidence,0.947,auto_classified,D-001467,0.018,favor_cardholder,deferred,-0.1,False,inconclusive,SP-05,0.0,SP-05,,deferred
request_more_evidence,insufficient_evidence,0.96,auto_classified,D-001468,0.036,favor_cardholder,deferred,0.457,False,inconclusive,QD-02,0.0,QD-02,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.96,auto_classified,D-001469,0.037,favor_cardholder,deferred,0.038,False,escalate,QD-03,0.0,QD-03,,deferred
request_more_evidence,insufficient_evidence,0.753,auto_classified,D-001470,0.02,favor_cardholder,deferred,0.387,False,inconclusive,NR-03,0.0,NR-03,,deferred
request_more_evidence,insufficient_evidence,0.05,unclassified,D-001472,0.02,favor_cardholder,deferred,0.135,False,inconclusive,,0.0,CR-03,,deferred
escalate_to_analyst,integrity_signals_detected,0.05,unclassified,D-001474,0.022,favor_cardholder,deferred,0.135,False,escalate,,0.6,NR-04,,deferred
request_more_evidence,insufficient_evidence,0.05,unclassified,D-001477,0.022,favor_merchant,deferred,0.135,False,inconclusive,,0.0,NR-01,,deferred
request_more_evidence,insufficient_evidence,0.939,auto_classified,D-001478,0.022,favor_cardholder,deferred,-0.11,False,inconclusive,SP-02,0.0,SP-02,,deferred
request_more_evidence,insufficient_evidence,0.786,auto_classified,D-001480,0.025,favor_cardholder,deferred,0.205,False,inconclusive,CR-06,0.0,CR-06,,deferred
request_more_evidence,insufficient_evidence,0.92,auto_classified,D-001482,0.023,favor_merchant,deferred,0.19,False,inconclusive,CR-01,0.0,CR-01,,deferred
request_more_evidence,insufficient_evidence,0.05,unclassified,D-001487,0.021,favor_merchant,deferred,0.135,False,inconclusive,,0.0,SP-01,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.93,auto_classified,D-001491,0.042,favor_cardholder,deferred,0.038,False,escalate,QD-03,0.0,QD-03,,deferred
escalate_to_analyst,evidence_inconclusive_human_review,0.96,auto_classified,D-001493,0.039,favor_cardholder,deferred,0.148,False,escalate,QD-01,0.0,QD-01,,deferred
escalate_to_analyst,integrity_signals_detected,0.05,unclassified,D-001495,0.02,favor_cardholder,deferred,0.158,False,escalate,,0.7,CR-01,,deferred
