dispute_id,true_category,expected_outcome,action,action_reason,outcome,final_score,suspicion_score,verdict
D-002023,BA-02,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.45,0.0,correct
D-002024,QD-03,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.046,0.0,deferred
D-002025,CR-05,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.103,0.0,deferred
D-002026,BA-04,escalate,escalate_to_analyst,integrity_signals_detected,escalate,0.55,0.55,correct
D-002027,CR-03,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.5,0.0,correct
D-002028,SP-05,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.1,0.0,deferred
D-002029,BA-07,escalate,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.11,0.0,correct
D-002030,SP-04,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.04,0.0,deferred
D-002031,CR-03,favor_merchant,escalate_to_analyst,integrity_signals_detected,escalate,-0.5,0.7,deferred
D-002032,CR-02,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-002033,CR-03,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-002034,BA-07,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.6,0.0,correct
D-002035,NR-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.415,0.0,correct
D-002036,QD-01,escalate,auto_approve,compliance_override,favor_cardholder,0.364,0.7,correct
D-002037,NR-03,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.402,0.0,deferred
D-002038,CR-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.302,0.0,correct
D-002039,BA-07,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.6,0.0,correct
D-002040,QD-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.484,0.0,correct
D-002041,QD-02,favor_merchant,auto_approve,compliance_override,favor_cardholder,0.135,0.7,correct
D-002042,BA-01,favor_cardholder,auto_approve,strong_evidence_for_cardholder,favor_cardholder,0.72,0.0,correct
D-002043,AR-01,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.053,0.0,deferred
D-002044,QD-01,escalate,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.114,0.0,correct
D-002045,SP-01,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.114,0.0,deferred
D-002046,AR-03,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.087,0.0,deferred
D-002047,CR-01,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.158,0.0,deferred
D-002048,NR-04,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.62,0.0,correct
D-002049,NR-01,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,0.135,0.0,deferred
D-002050,CR-03,escalate,auto_approve,compliance_override,favor_cardholder,0.62,0.55,correct
D-002051,AR-01,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.053,0.0,deferred
D-002052,BA-01,favor_merchant,auto_approve,compliance_override,favor_cardholder,-0.332,0.0,correct
D-002053,QD-03,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.053,0.0,deferred
D-002054,AR-03,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.135,0.0,deferred
D-002055,NR-01,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.365,0.0,deferred
D-002056,QD-01,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.158,0.0,deferred
D-002057,QD-03,favor_merchant,auto_approve,compliance_override,favor_cardholder,-0.108,0.0,correct
D-002058,SP-06,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.102,0.0,deferred
D-002059,QD-02,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.081,0.0,deferred
D-002060,QD-03,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.108,0.0,deferred
D-002061,SP-01,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.114,0.0,deferred
D-002062,QD-03,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.1,0.0,deferred
D-002063,BA-02,favor_merchant,escalate_to_analyst,integrity_signals_detected,escalate,-0.45,0.7,deferred
D-002064,SP-04,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.06,0.0,correct
D-002065,QD-01,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.046,0.0,deferred
D-002066,BA-08,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.115,0.0,deferred
D-002067,CR-06,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.45,0.0,correct
D-002068,NR-03,favor_merchant,auto_approve,compliance_override,favor_cardholder,0.365,0.0,correct
D-002069,BA-02,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.6,0.0,correct
D-002070,CR-01,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.19,0.0,correct
D-002071,CR-02,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-002072,CR-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.302,0.0,correct
D-002073,BA-08,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.08,0.0,deferred
D-002074,QD-03,escalate,escalate_to_analyst,integrity_signals_detected,escalate,0.038,0.55,correct
D-002075,QD-01,escalate,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.169,0.0,correct
D-002076,CR-03,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.5,0.0,correct
D-002077,NR-01,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.18,0.0,deferred
D-002078,CR-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.318,0.0,correct
D-002079,NR-01,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.203,0.0,deferred
D-002080,CR-04,escalate,escalate_to_analyst,integrity_signals_detected,escalate,-0.18,0.6,correct
D-002081,NR-01,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.225,0.0,deferred
D-002082,BA-01,favor_cardholder,auto_approve,strong_evidence_for_cardholder,favor_cardholder,0.72,0.0,correct
D-002083,CR-03,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-002084,BA-04,escalate,auto_deny,compliance_override,favor_merchant,0.19,0.55,correct
D-002085,CR-06,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.19,0.0,deferred
D-002086,AR-01,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.053,0.0,deferred
D-002087,AR-01,escalate,request_more_evidence,insufficient_evidence,inconclusive,-0.03,0.0,correct
D-002088,NR-01,favor_merchant,auto_approve,compliance_override,favor_cardholder,-0.45,0.0,correct
D-002089,CR-02,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.5,0.0,correct
D-002090,NR-03,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.387,0.0,deferred
D-002091,QD-01,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.491,0.0,correct
D-002092,NR-02,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.45,0.0,correct
D-002093,NR-05,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.402,0.0,deferred
D-002094,SP-01,favor_merchant,auto_approve,compliance_override,favor_cardholder,-0.114,0.0,correct
D-002095,QD-01,escalate,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.109,0.0,correct
D-002096,QD-01,favor_cardholder,escalate_to_analyst,integrity_signals_detected,escalate,0.567,0.6,deferred
D-002097,CR-06,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.07,0.0,deferred
D-002098,SP-08,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.65,0.0,correct
D-002099,CR-01,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.19,0.0,correct
D-002100,QD-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.424,0.0,correct
D-002101,CR-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.302,0.0,correct
D-002102,CR-02,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-002103,NR-05,escalate,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.077,0.0,correct
D-002104,SP-03,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.005,0.0,deferred
D-002105,SP-02,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.095,0.0,deferred
D-002106,BA-06,escalate,escalate_to_analyst,integrity_signals_detected,escalate,-0.45,0.55,correct
D-002107,NR-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.4,0.0,correct
D-002108,SP-03,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.011,0.0,deferred
D-002109,SP-01,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.11,0.0,deferred
D-002110,QD-02,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.602,0.0,deferred
D-002111,NR-02,escalate,auto_approve,compliance_override,favor_cardholder,-0.053,0.0,correct
D-002112,SP-06,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.087,0.0,correct
D-002113,NR-03,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.387,0.0,deferred
D-002114,CR-02,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.12,0.0,correct
D-002115,NR-01,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.24,0.0,deferred
D-002116,CR-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.318,0.0,correct
D-002117,CR-03,escalate,request_more_evidence,insufficient_evidence,inconclusive,-0.075,0.0,correct
D-002118,BA-02,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.45,0.0,correct
D-002119,QD-05,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-002120,SP-08,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.65,0.0,correct
D-002121,AR-01,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.03,0.0,deferred
D-002122,QD-02,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.524,0.0,correct
D-002123,CR-05,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.158,0.0,correct
D-002124,NR-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.4,0.0,correct
D-002125,NR-03,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.203,0.0,deferred
D-002126,BA-02,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.6,0.0,correct
D-002127,BA-04,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.55,0.0,correct
D-002128,CR-01,favor_cardholder,escalate_to_analyst,integrity_signals_detected,escalate,0.318,0.6,deferred
D-002129,NR-03,escalate,escalate_to_analyst,integrity_signals_detected,escalate,0.18,0.8,correct
D-002130,BA-01,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.347,0.0,correct
D-002131,QD-03,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.046,0.0,correct
D-002132,QD-06,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.082,0.0,deferred
D-002133,NR-04,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.58,0.0,correct
D-002134,BA-01,favor_cardholder,auto_approve,strong_evidence_for_cardholder,favor_cardholder,0.72,0.0,correct
D-002135,NR-01,favor_cardholder,escalate_to_analyst,integrity_signals_detected,escalate,0.203,0.6,deferred
D-002136,NR-02,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-002137,SP-08,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.65,0.0,correct
D-002138,QD-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.559,0.0,correct
D-002139,QD-05,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-002140,QD-03,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.038,0.0,deferred
D-002141,QD-03,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.108,0.0,deferred
D-002142,NR-03,favor_merchant,escalate_to_analyst,integrity_signals_detected,escalate,0.38,0.6,deferred
D-002143,QD-03,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.038,0.0,deferred
D-002144,NR-03,escalate,escalate_to_analyst,integrity_signals_detected,escalate,0.365,0.55,correct
D-002145,BA-01,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.347,0.0,correct
D-002146,CR-06,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.085,0.0,deferred
D-002147,CR-04,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.09,0.0,correct
D-002148,CR-03,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.5,0.0,correct
D-002149,NR-03,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.387,0.0,deferred
D-002150,SP-06,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.102,0.0,deferred
D-002151,AR-02,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.075,0.5,correct
D-002152,CR-02,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-002153,QD-03,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.108,0.0,deferred
D-002154,QD-03,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.046,0.0,deferred
D-002155,AR-01,escalate,escalate_to_analyst,integrity_signals_detected,escalate,-0.053,0.7,correct
D-002156,AR-03,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.135,0.0,deferred
D-002157,AR-02,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.158,0.0,deferred
D-002158,QD-02,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.457,0.0,deferred
D-002159,QD-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.484,0.0,correct
D-002160,QD-03,favor_merchant,escalate_to_analyst,integrity_signals_detected,escalate,-0.1,0.6,deferred
D-002161,NR-02,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-002162,BA-01,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.208,0.0,correct
D-002163,BA-04,favor_merchant,auto_deny,compliance_override,favor_merchant,0.19,0.0,correct
D-002164,NR-04,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.58,0.0,correct
D-002165,CR-03,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-002166,BA-04,favor_cardholder,escalate_to_analyst,integrity_signals_detected,escalate,0.55,0.6,deferred
D-002167,CR-03,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-002168,BA-06,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.6,0.0,correct
D-002169,QD-03,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.1,0.0,deferred
D-002170,NR-01,escalate,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.04,0.0,correct
D-002171,AR-02,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.158,0.0,correct
D-002172,CR-04,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.213,0.0,deferred
D-002173,NR-03,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.402,0.0,deferred
D-002174,CR-04,escalate,request_more_evidence,insufficient_evidence,inconclusive,-0.079,0.0,correct
D-002175,QD-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.484,0.0,correct
D-002176,NR-01,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.24,0.0,deferred
D-002177,BA-04,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-002178,QD-01,escalate,auto_approve,evidence_favors_cardholder,favor_cardholder,0.364,0.0,wrong
D-002179,NR-03,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,0.365,0.0,deferred
D-002180,CR-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.302,0.0,correct
D-002181,NR-05,escalate,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.077,0.0,correct
D-002182,QD-06,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.57,0.0,deferred
D-002183,SP-07,escalate,escalate_to_analyst,integrity_signals_detected,escalate,0.143,0.6,correct
D-002184,NR-02,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-002185,BA-04,favor_merchant,auto_deny,compliance_override,favor_merchant,0.19,0.0,correct
D-002186,CR-06,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.45,0.0,correct
D-002187,NR-04,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.58,0.0,correct
D-002188,BA-03,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.002,0.0,deferred
D-002189,CR-05,escalate,escalate_to_analyst,integrity_signals_detected,escalate,0.158,0.6,correct
D-002190,BA-04,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-002191,NR-01,favor_merchant,auto_approve,compliance_override,favor_cardholder,-0.45,0.0,correct
D-002192,NR-03,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,0.365,0.0,deferred
D-002193,QD-04,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.019,0.0,deferred
D-002194,BA-08,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.08,0.0,deferred
D-002195,QD-01,favor_cardholder,escalate_to_analyst,integrity_signals_detected,escalate,0.637,0.6,deferred
D-002196,BA-01,favor_cardholder,auto_approve,strong_evidence_for_cardholder,favor_cardholder,0.72,0.0,correct
D-002197,NR-03,escalate,auto_approve,compliance_override,favor_cardholder,0.402,0.6,correct
D-002198,CR-01,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.198,0.0,deferred
D-002199,QD-01,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.135,0.0,deferred
D-002200,BA-07,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.6,0.0,correct
D-002201,BA-05,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.62,0.6,correct
D-002202,AR-02,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.135,0.0,correct
D-002203,BA-01,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.288,0.0,correct
D-002204,NR-03,escalate,auto_approve,compliance_override,favor_cardholder,0.387,0.0,correct
D-002205,BA-02,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.053,0.0,deferred
D-002206,NR-02,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.053,0.0,deferred
D-002207,QD-02,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.449,0.0,deferred
D-002208,QD-04,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.019,0.0,deferred
D-002209,SP-08,favor_merchant,auto_approve,compliance_override,favor_cardholder,-0.6,0.0,correct
D-002210,BA-04,escalate,auto_approve,compliance_override,favor_cardholder,0.085,0.8,correct
D-002211,SP-07,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.195,0.0,deferred
D-002212,BA-05,favor_merchant,escalate_to_analyst,integrity_signals_detected,escalate,-0.23,0.7,deferred
D-002213,BA-01,favor_cardholder,auto_approve,strong_evidence_for_cardholder,favor_cardholder,0.72,0.0,correct
D-002214,NR-01,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.365,0.0,deferred
D-002215,QD-05,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-002216,CR-04,escalate,request_more_evidence,insufficient_evidence,inconclusive,-0.079,0.0,correct
D-002217,QD-02,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.457,0.6,correct
D-002218,CR-02,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-002219,NR-02,favor_merchant,auto_approve,compliance_override,favor_cardholder,-0.45,0.6,correct
D-002220,CR-04,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.132,0.0,deferred
D-002221,NR-02,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-002222,QD-03,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.108,0.0,deferred
D-002223,BA-04,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-002224,CR-03,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.5,0.0,correct
D-002225,BA-01,favor_cardholder,auto_approve,strong_evidence_for_cardholder,favor_cardholder,0.72,0.0,correct
D-002226,QD-03,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.038,0.0,deferred
D-002227,CR-03,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.5,0.0,correct
D-002228,BA-01,favor_cardholder,auto_approve,strong_evidence_for_cardholder,favor_cardholder,0.72,0.0,correct
D-002229,CR-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.302,0.0,correct
D-002230,AR-01,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.053,0.0,deferred
D-002231,QD-05,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.175,0.0,correct
D-002232,QD-02,escalate,escalate_to_analyst,integrity_signals_detected,escalate,0.134,0.6,correct
D-002233,QD-04,escalate,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.019,0.0,correct
D-002234,QD-04,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.019,0.0,correct
D-002235,BA-01,favor_cardholder,auto_approve,strong_evidence_for_cardholder,favor_cardholder,0.72,0.0,correct
D-002236,QD-01,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.054,0.0,deferred
D-002237,BA-05,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.23,0.0,deferred
D-002238,BA-02,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.45,0.0,correct
D-002239,CR-01,escalate,auto_approve,compliance_override,favor_cardholder,0.262,0.6,correct
D-002240,CR-03,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-002241,CR-02,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-002242,QD-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.567,0.0,correct
D-002243,AR-01,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.053,0.0,deferred
D-002244,CR-05,favor_merchant,auto_approve,compliance_override,favor_cardholder,-0.088,0.0,correct
D-002245,QD-06,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.51,0.0,deferred
D-002246,QD-03,favor_merchant,escalate_to_analyst,integrity_signals_detected,escalate,-0.1,0.6,deferred
D-002247,SP-02,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.11,0.0,deferred
D-002248,BA-01,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.32,0.0,correct
D-002249,NR-01,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.45,0.0,correct
D-002250,NR-04,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.58,0.0,correct
D-002251,SP-04,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.04,0.0,deferred
D-002252,QD-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.559,0.0,correct
D-002253,QD-01,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.484,0.0,correct
D-002254,CR-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.318,0.0,correct
D-002255,BA-04,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.19,0.0,correct
D-002256,QD-06,escalate,auto_approve,evidence_favors_cardholder,favor_cardholder,0.381,0.0,wrong
D-002257,BA-01,favor_cardholder,auto_approve,strong_evidence_for_cardholder,favor_cardholder,0.72,0.0,correct
D-002258,CR-05,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-002259,CR-02,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-002260,QD-01,favor_cardholder,escalate_to_analyst,integrity_signals_detected,escalate,0.424,0.7,deferred
D-002261,NR-01,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.24,0.0,deferred
D-002262,QD-03,escalate,request_more_evidence,insufficient_evidence,inconclusive,-0.113,0.0,correct
D-002263,CR-03,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-002264,BA-04,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-002265,NR-04,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.58,0.0,correct
D-002266,QD-02,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.524,0.0,deferred
D-002267,CR-02,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.12,0.0,correct
D-002268,SP-06,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.243,0.0,deferred
D-002269,NR-02,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-002270,CR-05,escalate,request_more_evidence,insufficient_evidence,inconclusive,-0.003,0.0,correct
D-002271,QD-01,favor_cardholder,escalate_to_analyst,integrity_signals_detected,escalate,0.424,0.6,deferred
D-002272,BA-01,favor_merchant,auto_approve,compliance_override,favor_cardholder,-0.053,0.0,correct
D-002273,SP-01,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.11,0.0,deferred
D-002274,QD-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.559,0.0,correct
D-002275,BA-04,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-002276,CR-03,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.5,0.0,correct
D-002277,NR-04,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.58,0.0,correct
D-002278,NR-05,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.135,0.0,correct
D-002279,BA-01,favor_cardholder,auto_approve,strong_evidence_for_cardholder,favor_cardholder,0.72,0.0,correct
D-002280,SP-01,escalate,escalate_to_analyst,integrity_signals_detected,escalate,-0.11,0.667,correct
D-002281,NR-01,favor_merchant,auto_approve,compliance_override,favor_cardholder,-0.45,0.0,correct
D-002282,NR-04,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.3,0.0,correct
D-002283,AR-01,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,0.068,0.0,deferred
